symbol,timestamp,open,high,low,close,volume,trade_count,vwap
AAPL,2025-11-18 09:08:00+00:00,267.89,268.03,267.89,268.03,4125.0,66.0,267.961339
AAPL,2025-11-18 09:09:00+00:00,268.1,268.1,268.0,268.0,4238.0,32.0,268.012479
AAPL,2025-11-18 09:11:00+00:00,267.88,267.9,267.88,267.9,731.0,63.0,267.888889
AAPL,2025-11-18 09:13:00+00:00,267.98,267.98,267.81,267.81,891.0,13.0,267.906197
AAPL,2025-11-18 09:14:00+00:00,267.94,267.94,267.94,267.94,920.0,31.0,267.94
AAPL,2025-11-18 09:15:00+00:00,267.95,267.97,267.95,267.97,1062.0,19.0,267.96349
AAPL,2025-11-18 09:16:00+00:00,268.0,268.0,267.98,267.98,797.0,26.0,267.991525
AAPL,2025-11-18 09:19:00+00:00,268.02,268.02,268.02,268.02,566.0,15.0,268.02
AAPL,2025-11-18 09:22:00+00:00,267.6,267.6,267.56,267.56,480.0,11.0,267.58
AAPL,2025-11-18 09:23:00+00:00,267.55,267.55,267.55,267.55,267.0,7.0,267.55
AAPL,2025-11-18 09:24:00+00:00,267.58,267.58,267.58,267.58,195.0,6.0,267.58
AAPL,2025-11-18 09:27:00+00:00,267.55,267.55,267.55,267.55,1035.0,46.0,267.55
AAPL,2025-11-18 09:30:00+00:00,267.43,267.43,267.43,267.43,248.0,10.0,267.43
AAPL,2025-11-18 09:35:00+00:00,267.59,267.59,267.59,267.59,590.0,26.0,267.59
AAPL,2025-11-18 09:39:00+00:00,267.5,267.5,267.5,267.5,418.0,10.0,267.5
AAPL,2025-11-18 09:40:00+00:00,267.5,267.5,267.5,267.5,268.0,10.0,267.5
AAPL,2025-11-18 09:42:00+00:00,267.36,267.36,267.36,267.36,320.0,7.0,267.36
AAPL,2025-11-18 09:45:00+00:00,267.49,267.49,267.48,267.48,550.0,16.0,267.484706
AAPL,2025-11-18 09:49:00+00:00,267.53,267.55,267.53,267.55,462.0,14.0,267.53963
AAPL,2025-11-18 09:51:00+00:00,267.65,267.68,267.65,267.68,1160.0,45.0,267.672295
AAPL,2025-11-18 09:52:00+00:00,267.94,268.15,267.93,268.15,4354.0,104.0,268.004324
AAPL,2025-11-18 09:55:00+00:00,268.2,268.5,268.19,268.5,2512.0,102.0,268.328198
AAPL,2025-11-18 09:57:00+00:00,268.56,268.8,268.5,268.5,2738.0,55.0,268.689482
AAPL,2025-11-18 09:58:00+00:00,268.45,268.45,268.45,268.45,118.0,6.0,268.45
AAPL,2025-11-18 09:59:00+00:00,268.59,268.59,268.59,268.59,336.0,6.0,268.59
AAPL,2025-11-18 10:02:00+00:00,268.58,268.58,268.58,268.58,199.0,4.0,268.58
AAPL,2025-11-18 10:04:00+00:00,268.44,268.44,268.44,268.44,139.0,8.0,268.44
AAPL,2025-11-18 10:06:00+00:00,268.4,268.4,268.38,268.38,339.0,7.0,268.39
AAPL,2025-11-18 10:08:00+00:00,268.21,268.21,268.21,268.21,892.0,25.0,268.21
AAPL,2025-11-18 10:10:00+00:00,268.23,268.23,268.23,268.23,251.0,5.0,268.23
AAPL,2025-11-18 10:13:00+00:00,268.26,268.26,268.23,268.26,1410.0,29.0,268.252525
AAPL,2025-11-18 10:14:00+00:00,268.2,268.2,268.2,268.2,808.0,19.0,268.2
AAPL,2025-11-18 10:15:00+00:00,268.22,268.22,268.22,268.22,851.0,25.0,268.22
AAPL,2025-11-18 10:17:00+00:00,268.2,268.2,268.2,268.2,854.0,21.0,268.2
AAPL,2025-11-18 10:18:00+00:00,268.4,268.45,268.4,268.45,2182.0,36.0,268.433196
AAPL,2025-11-18 10:22:00+00:00,268.24,268.24,268.24,268.24,279.0,7.0,268.24
AAPL,2025-11-18 10:24:00+00:00,268.23,268.23,268.23,268.23,501.0,4.0,268.23
AAPL,2025-11-18 10:27:00+00:00,268.23,268.24,268.23,268.24,1179.0,20.0,268.237318
AAPL,2025-11-18 10:28:00+00:00,268.37,268.37,268.37,268.37,328.0,22.0,268.37
AAPL,2025-11-18 10:29:00+00:00,268.5,268.6,268.5,268.6,1399.0,95.0,268.5685
AAPL,2025-11-18 10:30:00+00:00,268.62,268.72,268.62,268.72,312.0,13.0,268.67
AAPL,2025-11-18 10:31:00+00:00,268.7,269.26,268.7,269.26,4692.0,117.0,268.974162
AAPL,2025-11-18 10:32:00+00:00,269.25,269.7,269.25,269.7,5133.0,102.0,269.42835
AAPL,2025-11-18 10:33:00+00:00,269.6,269.7,269.59,269.7,3215.0,56.0,269.645369
AAPL,2025-11-18 10:34:00+00:00,269.7,269.7,269.59,269.7,3745.0,41.0,269.666029
AAPL,2025-11-18 10:35:00+00:00,269.36,269.36,269.33,269.33,824.0,28.0,269.343793
AAPL,2025-11-18 10:39:00+00:00,269.12,269.12,269.11,269.11,330.0,5.0,269.11531
AAPL,2025-11-18 10:40:00+00:00,269.36,269.36,269.36,269.36,452.0,18.0,269.36
AAPL,2025-11-18 10:44:00+00:00,269.28,269.33,269.28,269.3,1144.0,33.0,269.30197
AAPL,2025-11-18 10:45:00+00:00,269.4,269.49,269.23,269.29,5142.0,60.0,269.372865
AAPL,2025-11-18 10:46:00+00:00,269.15,269.15,269.15,269.15,825.0,27.0,269.15
AAPL,2025-11-18 10:47:00+00:00,269.16,269.24,269.16,269.21,2759.0,37.0,269.229987
AAPL,2025-11-18 10:48:00+00:00,269.09,269.09,269.09,269.09,242.0,6.0,269.09
AAPL,2025-11-18 10:50:00+00:00,269.09,269.22,269.09,269.22,1175.0,23.0,269.14
AAPL,2025-11-18 10:54:00+00:00,269.18,269.18,269.18,269.18,678.0,23.0,269.18
AAPL,2025-11-18 10:55:00+00:00,269.18,269.3,269.18,269.3,1814.0,53.0,269.190099
AAPL,2025-11-18 10:57:00+00:00,269.3,269.3,269.3,269.3,1074.0,13.0,269.3
AAPL,2025-11-18 11:06:00+00:00,269.43,269.58,269.43,269.53,1458.0,46.0,269.483441
AAPL,2025-11-18 11:07:00+00:00,269.5,269.5,269.49,269.49,1205.0,18.0,269.496195
AAPL,2025-11-18 11:08:00+00:00,269.37,269.37,269.18,269.18,1576.0,36.0,269.261898
AAPL,2025-11-18 11:09:00+00:00,269.18,269.18,269.17,269.17,485.0,10.0,269.176477
AAPL,2025-11-18 11:10:00+00:00,269.13,269.13,269.11,269.11,571.0,8.0,269.119972
AAPL,2025-11-18 11:13:00+00:00,269.01,269.01,268.98,268.99,591.0,25.0,268.995419
AAPL,2025-11-18 11:14:00+00:00,268.97,268.97,268.8,268.85,1575.0,27.0,268.846818
AAPL,2025-11-18 11:15:00+00:00,268.85,268.85,268.85,268.85,270.0,13.0,268.85
AAPL,2025-11-18 11:19:00+00:00,268.89,268.89,268.89,268.89,313.0,14.0,268.89
AAPL,2025-11-18 11:21:00+00:00,268.91,268.98,268.91,268.98,1269.0,29.0,268.94947
AAPL,2025-11-18 11:26:00+00:00,269.11,269.11,269.11,269.11,212.0,16.0,269.11
AAPL,2025-11-18 11:27:00+00:00,268.96,268.96,268.96,268.96,516.0,11.0,268.96
AAPL,2025-11-18 11:28:00+00:00,269.05,269.06,269.01,269.06,631.0,16.0,269.03
AAPL,2025-11-18 11:30:00+00:00,269.13,269.13,269.13,269.13,898.0,40.0,269.13
AAPL,2025-11-18 11:32:00+00:00,269.11,269.11,269.11,269.11,135.0,10.0,269.11
AAPL,2025-11-18 11:33:00+00:00,269.1,269.1,268.9,268.9,1691.0,35.0,268.955975
AAPL,2025-11-18 11:34:00+00:00,268.9,268.9,268.9,268.9,625.0,7.0,268.9
AAPL,2025-11-18 11:35:00+00:00,268.91,268.91,268.91,268.91,253.0,12.0,268.91
AAPL,2025-11-18 11:37:00+00:00,268.87,268.91,268.87,268.87,783.0,16.0,268.882342
AAPL,2025-11-18 11:38:00+00:00,268.85,268.85,268.83,268.83,1079.0,43.0,268.844545
AAPL,2025-11-18 11:39:00+00:00,268.95,268.95,268.95,268.95,178.0,8.0,268.95
AAPL,2025-11-18 11:46:00+00:00,269.02,269.02,269.02,269.02,165.0,6.0,269.02
AAPL,2025-11-18 11:49:00+00:00,268.87,268.87,268.87,268.87,259.0,14.0,268.87
AAPL,2025-11-18 11:54:00+00:00,269.13,269.13,269.13,269.13,267.0,13.0,269.13
AAPL,2025-11-18 11:55:00+00:00,268.97,268.97,268.97,268.97,216.0,5.0,268.97
AAPL,2025-11-18 12:00:00+00:00,269.0,269.1,268.74,268.98,9003.0,144.0,268.976614
AAPL,2025-11-18 12:01:00+00:00,269.0,269.0,269.0,269.0,240.0,6.0,269.0
AAPL,2025-11-18 12:02:00+00:00,269.0,269.0,268.74,268.92,1384.0,33.0,268.89216
AAPL,2025-11-18 12:03:00+00:00,268.71,268.71,268.53,268.55,2224.0,61.0,268.598171
AAPL,2025-11-18 12:04:00+00:00,268.57,268.57,268.52,268.52,933.0,15.0,268.555797
AAPL,2025-11-18 12:05:00+00:00,268.53,268.6,268.53,268.55,1426.0,19.0,268.554621
AAPL,2025-11-18 12:06:00+00:00,268.54,268.55,268.54,268.55,892.0,26.0,268.544305
AAPL,2025-11-18 12:07:00+00:00,268.6,268.63,268.6,268.63,799.0,26.0,268.615
AAPL,2025-11-18 12:08:00+00:00,268.6,268.6,268.59,268.6,1540.0,30.0,268.598409
AAPL,2025-11-18 12:09:00+00:00,268.55,268.55,268.5,268.55,2471.0,48.0,268.511666
AAPL,2025-11-18 12:10:00+00:00,268.51,268.51,268.51,268.51,403.0,19.0,268.51
AAPL,2025-11-18 12:11:00+00:00,268.51,268.51,268.51,268.51,334.0,14.0,268.51
AAPL,2025-11-18 12:12:00+00:00,268.5,268.55,268.5,268.5,1382.0,34.0,268.520419
AAPL,2025-11-18 12:13:00+00:00,268.52,268.52,268.52,268.52,120.0,2.0,268.52
AAPL,2025-11-18 12:14:00+00:00,268.54,268.54,268.54,268.54,202.0,13.0,268.54
AAPL,2025-11-18 12:15:00+00:00,268.57,268.57,268.57,268.57,326.0,12.0,268.57
AAPL,2025-11-18 12:16:00+00:00,268.57,268.57,268.57,268.57,639.0,27.0,268.57
AAPL,2025-11-18 12:18:00+00:00,268.65,268.65,268.62,268.62,996.0,24.0,268.63645
AAPL,2025-11-18 12:19:00+00:00,268.7,268.7,268.7,268.7,723.0,10.0,268.7
AAPL,2025-11-18 12:21:00+00:00,268.66,268.68,268.66,268.68,657.0,11.0,268.672
AAPL,2025-11-18 12:22:00+00:00,268.62,268.62,268.62,268.62,829.0,30.0,268.62
AAPL,2025-11-18 12:23:00+00:00,268.6,268.6,268.6,268.6,180.0,9.0,268.6
AAPL,2025-11-18 12:24:00+00:00,268.6,268.6,268.6,268.6,235.0,12.0,268.6
AAPL,2025-11-18 12:25:00+00:00,268.52,268.53,268.49,268.5,1654.0,43.0,268.508606
AAPL,2025-11-18 12:29:00+00:00,268.4,268.41,268.4,268.4,1240.0,32.0,268.402152
AAPL,2025-11-18 12:30:00+00:00,268.41,268.41,268.41,268.41,377.0,13.0,268.41
AAPL,2025-11-18 12:37:00+00:00,268.55,268.55,268.55,268.55,1346.0,45.0,268.55
AAPL,2025-11-18 12:41:00+00:00,268.52,268.52,268.5,268.5,850.0,23.0,268.510138
AAPL,2025-11-18 12:42:00+00:00,268.45,268.46,268.41,268.46,1733.0,32.0,268.444314
AAPL,2025-11-18 12:43:00+00:00,268.48,268.49,268.48,268.49,976.0,18.0,268.485404
AAPL,2025-11-18 12:45:00+00:00,268.39,268.41,268.11,268.23,2760.0,72.0,268.289812
AAPL,2025-11-18 12:47:00+00:00,268.38,268.5,268.35,268.5,1496.0,43.0,268.404559
AAPL,2025-11-18 12:48:00+00:00,268.6,268.6,268.6,268.6,923.0,46.0,268.6
AAPL,2025-11-18 12:50:00+00:00,268.38,268.48,268.38,268.48,1059.0,30.0,268.413333
AAPL,2025-11-18 12:51:00+00:00,268.44,268.44,268.44,268.44,352.0,15.0,268.44
AAPL,2025-11-18 12:53:00+00:00,268.47,268.47,268.47,268.47,451.0,13.0,268.47
AAPL,2025-11-18 12:54:00+00:00,268.41,268.41,268.3,268.3,749.0,20.0,268.376119
AAPL,2025-11-18 12:57:00+00:00,268.14,268.14,267.95,267.95,3270.0,97.0,268.005928
AAPL,2025-11-18 12:58:00+00:00,267.97,268.03,267.97,268.03,1272.0,40.0,267.99846
AAPL,2025-11-18 12:59:00+00:00,268.08,268.08,268.08,268.08,621.0,19.0,268.08
AAPL,2025-11-18 13:00:00+00:00,268.9209,269.49,266.13,266.13,43848.0,2018.0,268.318223
AAPL,2025-11-18 13:01:00+00:00,266.1,268.15,266.1,268.07,39849.0,1526.0,267.163457
AAPL,2025-11-18 13:02:00+00:00,268.1675,268.24,267.77,268.13,13060.0,372.0,268.079765
AAPL,2025-11-18 13:03:00+00:00,268.24,268.39,268.19,268.39,3068.0,60.0,268.252607
AAPL,2025-11-18 13:04:00+00:00,268.24,268.39,268.24,268.39,923.0,35.0,268.29
AAPL,2025-11-18 13:05:00+00:00,268.4,268.48,268.4,268.48,1415.0,37.0,268.44
AAPL,2025-11-18 13:06:00+00:00,268.4111,268.4199,268.4111,268.4198,2307.0,41.0,268.418378
AAPL,2025-11-18 13:07:00+00:00,268.4,268.4,268.4,268.4,738.0,33.0,268.4
AAPL,2025-11-18 13:09:00+00:00,268.3,268.38,268.27,268.27,807.0,29.0,268.325714
AAPL,2025-11-18 13:13:00+00:00,268.4,268.59,268.4,268.59,3741.0,106.0,268.519055
AAPL,2025-11-18 13:14:00+00:00,268.55,268.59,268.55,268.59,2397.0,19.0,268.586483
AAPL,2025-11-18 13:15:00+00:00,268.59,268.59,268.59,268.59,489.0,27.0,268.59
AAPL,2025-11-18 13:17:00+00:00,268.3206,268.3206,268.3206,268.3206,228.0,13.0,268.3206
AAPL,2025-11-18 13:18:00+00:00,268.4,268.6555,268.4,268.6555,1171.0,31.0,268.557874
AAPL,2025-11-18 13:19:00+00:00,268.4,268.4,268.4,268.4,4726.0,39.0,268.4
AAPL,2025-11-18 13:21:00+00:00,268.3597,268.3597,268.22,268.22,1673.0,42.0,268.329681
AAPL,2025-11-18 13:23:00+00:00,268.06,268.06,268.06,268.06,214.0,21.0,268.06
AAPL,2025-11-18 13:24:00+00:00,268.19,268.2,268.19,268.2,718.0,41.0,268.196499
AAPL,2025-11-18 13:26:00+00:00,268.24,268.25,268.24,268.25,534.0,18.0,268.247396
AAPL,2025-11-18 13:27:00+00:00,268.2,268.2,268.18,268.18,485.0,25.0,268.18641
AAPL,2025-11-18 13:28:00+00:00,268.11,268.12,268.08,268.1,1267.0,28.0,268.099519
AAPL,2025-11-18 13:29:00+00:00,268.18,268.18,268.1,268.1,756.0,64.0,268.121505
AAPL,2025-11-18 13:30:00+00:00,268.09,268.13,268.08,268.13,864.0,51.0,268.094349
AAPL,2025-11-18 13:31:00+00:00,268.2,268.36,268.2,268.36,1269.0,50.0,268.319167
AAPL,2025-11-18 13:32:00+00:00,268.34,268.34,268.34,268.34,363.0,29.0,268.34
AAPL,2025-11-18 13:33:00+00:00,268.33,268.4,268.33,268.39,1423.0,53.0,268.379747
AAPL,2025-11-18 13:34:00+00:00,268.42,268.42,268.4,268.42,1189.0,46.0,268.407838
AAPL,2025-11-18 13:35:00+00:00,268.4,268.5,268.4,268.5,1917.0,101.0,268.435211
AAPL,2025-11-18 13:36:00+00:00,268.5,268.55,268.47,268.5,3811.0,77.0,268.515061
AAPL,2025-11-18 13:37:00+00:00,268.5,268.59,268.5,268.58,9626.0,59.0,268.572216
AAPL,2025-11-18 13:38:00+00:00,268.5003,268.68,268.5003,268.68,1579.0,55.0,268.637538
AAPL,2025-11-18 13:39:00+00:00,268.69,268.79,268.67,268.739,4535.0,145.0,268.734102
AAPL,2025-11-18 13:40:00+00:00,268.78,268.86,268.5986,268.84,3939.0,110.0,268.797725
AAPL,2025-11-18 13:41:00+00:00,268.97,269.09,268.93,269.04,5720.0,208.0,269.006867
AAPL,2025-11-18 13:42:00+00:00,269.0,269.0,268.9987,268.9987,2263.0,85.0,268.999799
AAPL,2025-11-18 13:43:00+00:00,268.7107,268.7107,268.7107,268.7107,506.0,16.0,268.7107
AAPL,2025-11-18 13:44:00+00:00,268.7775,268.7775,268.7775,268.7775,528.0,17.0,268.7775
AAPL,2025-11-18 13:45:00+00:00,268.75,268.86,268.75,268.86,2244.0,57.0,268.765517
AAPL,2025-11-18 13:47:00+00:00,268.93,269.02,268.91,269.02,5321.0,141.0,268.947646
AAPL,2025-11-18 13:48:00+00:00,269.05,269.05,269.05,269.05,1588.0,78.0,269.05
AAPL,2025-11-18 13:49:00+00:00,269.2,269.2,269.0,269.05,1849.0,28.0,269.148666
AAPL,2025-11-18 13:50:00+00:00,269.05,269.07,268.74,268.75,4661.0,103.0,268.866413
AAPL,2025-11-18 13:51:00+00:00,268.5,268.5,268.5,268.5,551.0,29.0,268.5
AAPL,2025-11-18 13:52:00+00:00,268.5124,268.5124,268.5124,268.5124,413.0,24.0,268.5124
AAPL,2025-11-18 13:53:00+00:00,268.7446,268.7446,268.64,268.64,1089.0,22.0,268.725375
AAPL,2025-11-18 13:54:00+00:00,268.75,268.75,268.7001,268.75,5646.0,133.0,268.747701
AAPL,2025-11-18 13:55:00+00:00,268.9288,268.98,268.92,268.98,1018.0,35.0,268.961436
AAPL,2025-11-18 13:56:00+00:00,268.9995,268.9995,268.75,268.75,104263.0,44.0,268.912354
AAPL,2025-11-18 13:57:00+00:00,268.936,268.936,268.64,268.64,1698.0,42.0,268.820753
AAPL,2025-11-18 13:58:00+00:00,268.68,268.68,268.68,268.68,596.0,26.0,268.68
AAPL,2025-11-18 13:59:00+00:00,268.52,268.52,268.3,268.38,2140.0,72.0,268.432515
AAPL,2025-11-18 14:01:00+00:00,268.55,268.75,268.55,268.75,5239.0,130.0,268.637904
AAPL,2025-11-18 14:02:00+00:00,268.61,268.61,268.61,268.61,282.0,15.0,268.61
AAPL,2025-11-18 14:03:00+00:00,268.63,268.68,268.63,268.68,1272.0,34.0,268.649643
AAPL,2025-11-18 14:04:00+00:00,268.749,268.749,268.53,268.61,1545.0,59.0,268.625669
AAPL,2025-11-18 14:06:00+00:00,268.575,268.575,268.52,268.52,1483.0,24.0,268.531
AAPL,2025-11-18 14:07:00+00:00,268.58,268.6,268.42,268.6,1792.0,49.0,268.50616
AAPL,2025-11-18 14:08:00+00:00,268.3168,268.51,268.3168,268.51,1238.0,46.0,268.410092
AAPL,2025-11-18 14:09:00+00:00,268.5,268.6652,268.4831,268.6,746.0,25.0,268.553684
AAPL,2025-11-18 14:10:00+00:00,268.67,268.67,268.4743,268.4743,538.0,30.0,268.54653
AAPL,2025-11-18 14:11:00+00:00,268.53,268.6,268.53,268.59,3076.0,66.0,268.581481
AAPL,2025-11-18 14:12:00+00:00,268.55,268.55,268.3079,268.3079,1701.0,37.0,268.460968
AAPL,2025-11-18 14:13:00+00:00,268.39,268.39,268.39,268.39,501.0,48.0,268.39
AAPL,2025-11-18 14:14:00+00:00,268.38,268.44,268.38,268.44,2650.0,68.0,268.390556
AAPL,2025-11-18 14:15:00+00:00,268.3,268.3,268.3,268.3,1033.0,45.0,268.3
AAPL,2025-11-18 14:16:00+00:00,268.2636,268.2636,268.2636,268.2636,220.0,24.0,268.2636
AAPL,2025-11-18 14:17:00+00:00,268.41,268.5,268.41,268.45,2075.0,63.0,268.465357
AAPL,2025-11-18 14:18:00+00:00,268.43,268.43,268.43,268.43,533.0,30.0,268.43
AAPL,2025-11-18 14:19:00+00:00,268.43,268.49,268.43,268.49,1151.0,48.0,268.47863
AAPL,2025-11-18 14:20:00+00:00,268.3996,268.3996,268.3,268.32,1590.0,52.0,268.343065
AAPL,2025-11-18 14:21:00+00:00,268.3596,268.3596,268.3,268.3,1489.0,61.0,268.319867
AAPL,2025-11-18 14:22:00+00:00,268.21,268.2191,268.1,268.1,1395.0,77.0,268.18982
AAPL,2025-11-18 14:23:00+00:00,268.13,268.13,268.1,268.1,1426.0,79.0,268.118462
AAPL,2025-11-18 14:24:00+00:00,268.08,268.13,267.95,268.13,9258.0,246.0,268.02369
AAPL,2025-11-18 14:25:00+00:00,268.01,268.2,267.6,268.18,18540.0,341.0,267.878375
AAPL,2025-11-18 14:26:00+00:00,268.01,268.6395,268.01,268.5352,8258.0,229.0,268.376033
AAPL,2025-11-18 14:27:00+00:00,268.52,269.2,268.3678,269.12,14035.0,324.0,268.846743
AAPL,2025-11-18 14:28:00+00:00,269.54,270.0,269.0,269.96,42827.0,589.0,269.741516
AAPL,2025-11-18 14:29:00+00:00,269.95,270.05,269.87,269.92,39724.0,611.0,269.958518
