Datetime,Open,High,Low,Close,Volume
2025-11-18 07:23:00+00:00,89781.0,89851.42,89767.49,89849.97,9.63923188
2025-11-18 07:24:00+00:00,89849.96,89921.4,89829.43,89914.23,3.38907929
2025-11-18 07:25:00+00:00,89914.23,90015.19,89908.27,89994.49,13.16820803
2025-11-18 07:26:00+00:00,89994.49,90024.69,89978.36,90004.61,11.46732147
2025-11-18 07:27:00+00:00,90004.53,90071.45,89952.07,90059.76,7.04999581
2025-11-18 07:28:00+00:00,90059.75,90059.75,89986.77,89995.86,8.38308815
2025-11-18 07:29:00+00:00,89991.78,90046.35,89986.08,90029.99,6.3847388
2025-11-18 07:30:00+00:00,90029.99,90087.81,89872.98,89971.93,47.36648844
2025-11-18 07:31:00+00:00,89971.94,90022.13,89916.74,89919.19,8.83849273
2025-11-18 07:32:00+00:00,89919.19,90023.01,89892.21,90010.05,6.4900239
2025-11-18 07:33:00+00:00,90013.63,90132.81,90000.24,90118.79,7.14786916
2025-11-18 07:34:00+00:00,90118.79,90175.43,90096.61,90145.99,4.36907205
2025-11-18 07:35:00+00:00,90145.98,90254.76,90143.64,90228.01,8.06981953
2025-11-18 07:36:00+00:00,90228.01,90284.0,90192.96,90254.29,7.11620379
2025-11-18 07:37:00+00:00,90254.29,90326.35,90228.0,90294.19,16.39147747
2025-11-18 07:38:00+00:00,90297.01,90347.99,90297.01,90328.01,5.26289976
2025-11-18 07:39:00+00:00,90327.99,90398.82,90322.9,90353.27,6.81049584
2025-11-18 07:40:00+00:00,90353.26,90428.0,90293.71,90320.0,10.38764776
2025-11-18 07:41:00+00:00,90320.01,90381.3,90280.38,90381.3,6.7243956
2025-11-18 07:42:00+00:00,90375.29,90385.67,90302.47,90368.13,10.02344667
2025-11-18 07:43:00+00:00,90368.13,90392.63,90334.8,90383.99,3.12671131
2025-11-18 07:44:00+00:00,90383.99,90399.99,90352.39,90354.54,4.03265638
2025-11-18 07:45:00+00:00,90354.55,90427.99,90334.77,90422.0,2.64374534
2025-11-18 07:46:00+00:00,90421.75,90439.93,90376.92,90391.99,4.71527876
2025-11-18 07:47:00+00:00,90390.92,90438.0,90376.93,90423.74,5.36481357
2025-11-18 07:48:00+00:00,90425.99,90433.86,90354.6,90393.69,3.54820609
2025-11-18 07:49:00+00:00,90393.68,90393.68,90293.7,90363.98,5.55883143
2025-11-18 07:50:00+00:00,90363.98,90363.98,90294.01,90319.98,4.96676141
2025-11-18 07:51:00+00:00,90317.99,90353.73,90316.68,90348.1,4.63055144
2025-11-18 07:52:00+00:00,90348.84,90376.91,90280.47,90302.46,3.66833825
2025-11-18 07:53:00+00:00,90302.46,90359.12,90298.07,90335.99,1.92192126
2025-11-18 07:54:00+00:00,90335.98,90363.88,90305.19,90329.95,2.5603482
2025-11-18 07:55:00+00:00,90329.31,90387.98,90268.4,90380.0,7.74476027
2025-11-18 07:56:00+00:00,90378.0,90395.99,90341.88,90341.88,1.99542968
2025-11-18 07:57:00+00:00,90340.63,90376.91,90302.31,90376.0,2.5081633
2025-11-18 07:58:00+00:00,90376.91,90394.44,90334.0,90384.05,1.64528584
2025-11-18 07:59:00+00:00,90398.0,90414.36,90374.0,90391.98,2.2901072
2025-11-18 08:00:00+00:00,90391.98,90536.66,90391.97,90434.0,16.69739211
2025-11-18 08:01:00+00:00,90438.24,90564.0,90434.31,90534.61,4.28989435
2025-11-18 08:02:00+00:00,90534.87,90599.8,90513.32,90579.03,7.56057299
2025-11-18 08:03:00+00:00,90582.0,90584.01,90510.0,90558.01,2.31639691
2025-11-18 08:04:00+00:00,90561.24,90635.19,90556.5,90628.01,2.58783138
2025-11-18 08:05:00+00:00,90627.83,90627.83,90580.03,90580.03,3.62368747
2025-11-18 08:06:00+00:00,90580.01,90708.15,90576.01,90578.4,4.53909382
2025-11-18 08:07:00+00:00,90578.4,90622.95,90514.02,90618.0,3.82802471
2025-11-18 08:08:00+00:00,90607.81,90716.99,90599.81,90678.34,8.55692828
2025-11-18 08:09:00+00:00,90678.34,90700.89,90622.2,90638.19,4.04583576
