timestamp,datetime,component,shared_memory_mb,process_memory_mb,shared_memory_name
1762655930.772395,2025-11-08 20:38:50,ORDERBOOK,0.015625,92.53125,G8_Shared_Prcie_Book
1762655931.0251231,2025-11-08 20:38:51,ORDERBOOK,0.015625,92.53125,G8_Shared_Prcie_Book
1762655931.276547,2025-11-08 20:38:51,ORDERBOOK,0.015625,92.53125,G8_Shared_Prcie_Book
1762655931.302343,2025-11-08 20:38:51,PRICE_STRATEGY,0.015625,94.5625,G8_Shared_Prcie_Book
1762655931.530211,2025-11-08 20:38:51,ORDERBOOK,0.015625,92.53125,G8_Shared_Prcie_Book
1762655931.781836,2025-11-08 20:38:51,ORDERBOOK,0.015625,92.53125,G8_Shared_Prcie_Book
1762655931.927364,2025-11-08 20:38:51,PRICE_STRATEGY,0.015625,94.5625,G8_Shared_Prcie_Book
1762655932.030792,2025-11-08 20:38:52,ORDERBOOK,0.015625,92.53125,G8_Shared_Prcie_Book
1762655932.284996,2025-11-08 20:38:52,ORDERBOOK,0.015625,92.53125,G8_Shared_Prcie_Book
1762655932.5228338,2025-11-08 20:38:52,ORDERBOOK,0.015625,87.78125,G8_Shared_Prcie_Book
1762655932.5542421,2025-11-08 20:38:52,PRICE_STRATEGY,0.015625,90.71875,G8_Shared_Prcie_Book
1762655932.7742321,2025-11-08 20:38:52,ORDERBOOK,0.015625,76.75,G8_Shared_Prcie_Book
1762655933.024789,2025-11-08 20:38:53,ORDERBOOK,0.015625,63.875,G8_Shared_Prcie_Book
1762655933.1743848,2025-11-08 20:38:53,PRICE_STRATEGY,0.015625,69.8125,G8_Shared_Prcie_Book
1762655933.2761421,2025-11-08 20:38:53,ORDERBOOK,0.015625,63.890625,G8_Shared_Prcie_Book
1762655933.519914,2025-11-08 20:38:53,ORDERBOOK,0.015625,47.109375,G8_Shared_Prcie_Book
1762655933.766894,2025-11-08 20:38:53,ORDERBOOK,0.015625,47.1875,G8_Shared_Prcie_Book
1762655933.8043451,2025-11-08 20:38:53,PRICE_STRATEGY,0.015625,53.796875,G8_Shared_Prcie_Book
1762655934.014185,2025-11-08 20:38:54,ORDERBOOK,0.015625,45.875,G8_Shared_Prcie_Book
1762655934.260142,2025-11-08 20:38:54,ORDERBOOK,0.015625,45.9375,G8_Shared_Prcie_Book
1762655934.422325,2025-11-08 20:38:54,PRICE_STRATEGY,0.015625,47.5625,G8_Shared_Prcie_Book
1762655934.5100129,2025-11-08 20:38:54,ORDERBOOK,0.015625,45.71875,G8_Shared_Prcie_Book
1762655934.757496,2025-11-08 20:38:54,ORDERBOOK,0.015625,45.71875,G8_Shared_Prcie_Book
1762655935.011426,2025-11-08 20:38:55,ORDERBOOK,0.015625,45.734375,G8_Shared_Prcie_Book
1762655935.049431,2025-11-08 20:38:55,PRICE_STRATEGY,0.015625,47.671875,G8_Shared_Prcie_Book
1762655935.257876,2025-11-08 20:38:55,ORDERBOOK,0.015625,45.734375,G8_Shared_Prcie_Book
1762655935.5112078,2025-11-08 20:38:55,ORDERBOOK,0.015625,45.75,G8_Shared_Prcie_Book
1762655935.6687,2025-11-08 20:38:55,PRICE_STRATEGY,0.015625,47.6875,G8_Shared_Prcie_Book
1762655935.763503,2025-11-08 20:38:55,ORDERBOOK,0.015625,45.75,G8_Shared_Prcie_Book
1762655936.019352,2025-11-08 20:38:56,ORDERBOOK,0.015625,45.765625,G8_Shared_Prcie_Book
1762655936.273988,2025-11-08 20:38:56,ORDERBOOK,0.015625,45.765625,G8_Shared_Prcie_Book
1762655936.293796,2025-11-08 20:38:56,PRICE_STRATEGY,0.015625,47.859375,G8_Shared_Prcie_Book
